Sample	ValleyStart	ValleyEnd	FirstMinPosition	MinValue	group_id
CRR289920	5430	5555	5475	0.0	835
SRR13358650	5430	5559	5475	0.0	835
TA1049	5430	5559	5475	0.0	835
TA1050	5430	5559	5509	0.0	835
TA1054	5430	5559	5475	0.0	835
TA109	5430	5559	5475	0.0	835
TA11176	5430	5559	5475	0.0	835
TA11180	5430	5559	5475	0.0	835
TA111	5430	5559	5475	0.0	835
TA11206	5430	5559	5475	0.0	835
TA11215	5430	5559	5509	0.0	835
TA11219	5430	5559	5475	0.0	835
TA1122	5430	5559	5475	0.0	835
TA11238	5430	5559	5475	0.0	835
TA1446	5430	5559	5475	0.0	835
TA1449	5430	5559	5475	0.0	835
TA1454	5430	5559	5475	0.0	835
TA1469	5430	5559	5509	0.0	835
TA66	5430	5559	5475	0.0	835
W17_SRR7478280	5430	5559	5475	0.0	835
WEW_PI_470980	5430	5559	5509	0.0	835
WEW_PI_471620	5430	5559	5475	0.0	835
WEW_PI_471725	5430	5559	5509	0.0	835
WEW_PI_478703	5430	5559	5475	0.0	835
WEW_PI_478717	5430	5559	5513	0.0	835
WEW_PI_481524	5430	5559	5475	0.0	835
WEW_PI_487254	5430	5559	5509	0.0	835
87S10	5430	5560	5475	0.0	835
C27_SRR7478301	5430	5560	5475	0.0	835
CRR289968	5430	5560	5475	0.0	835
CRR290069	5430	5560	5475	0.0	835
CRR290077	5430	5560	5509	0.0	835
CRR290102	5430	5560	5509	0.0	835
CRR290123	5430	5560	5509	0.0	835
CRR290219	5430	5560	5475	0.0	835
CWI87127	5430	5560	5475	0.0	835
FIN-L1	5430	5560	5475	0.0	835
PI367199	5430	5560	5475	0.0	835
SRR13358658	5430	5560	5475	0.0	835
TA11212	5430	5560	5475	0.0	835
VL829	5430	5560	5475	0.0	835
WATDE0399	5430	5560	5475	0.0	835
WATDE0664	5430	5560	5509	0.0	835
WATDE0665	5430	5560	5509	0.0	835
WEW_PI_471680	5430	5560	5509	0.0	835
SRR13358755	5444	5541	5475	0.0	842
SRR15208101	5447	5491	5464	11.0	838
TA114	5447	5536	5475	0.0	842
WATDE0098	5447	5560	5475	0.0	839
SRR13358700	5449	5479	5452	23.0	840
IG41731	5449	5480	5453	22.0	840
SRR13358723	5449	5480	5453	22.0	840
19S6	5449	5481	5454	21.0	840
Wuyimai_CRR062106	5449	5483	5456	19.0	840
CRR242198	5449	5492	5465	10.0	838
CRR242203	5449	5492	5465	10.0	838
CWI18174	5449	5536	5475	0.0	842
CWI86977	5449	5536	5475	0.0	842
SRR13358662	5449	5536	5475	0.0	842
SRR13358663	5449	5536	5475	0.0	842
SRR13358665	5449	5536	5509	0.0	842
SRR13358666	5449	5536	5475	0.0	842
SRR13358673	5449	5536	5475	0.0	842
SRR13358679	5449	5536	5475	0.0	842
SRR13358754	5449	5536	5475	0.0	842
TA1005	5449	5536	5475	0.0	842
TA1018	5449	5536	5475	0.0	842
TA1021	5449	5536	5475	0.0	842
TA1030	5449	5536	5475	0.0	842
TA10422	5449	5536	5475	0.0	842
TA1047	5449	5536	5475	0.0	842
TA1058	5449	5536	5475	0.0	842
TA1059	5449	5536	5509	0.0	842
TA10666	5449	5536	5475	0.0	842
TA1077	5449	5536	5475	0.0	842
TA1080	5449	5536	5475	0.0	842
TA1082	5449	5536	5475	0.0	842
TA1093	5449	5536	5475	0.0	842
TA11136	5449	5536	5475	0.0	842
TA11137	5449	5536	5475	0.0	842
TA11138	5449	5536	5475	0.0	842
TA11139	5449	5536	5475	0.0	842
TA11140	5449	5536	5475	0.0	842
TA11143	5449	5536	5475	0.0	842
TA11145	5449	5536	5475	0.0	842
TA11146	5449	5536	5475	0.0	842
TA11147	5449	5536	5475	0.0	842
TA11149	5449	5536	5475	0.0	842
TA11150	5449	5536	5475	0.0	842
TA11151	5449	5536	5475	0.0	842
TA11152	5449	5536	5475	0.0	842
TA11153	5449	5536	5475	0.0	842
TA1115	5449	5536	5475	0.0	842
TA11161	5449	5536	5475	0.0	842
TA11178	5449	5536	5509	0.0	842
TA11183	5449	5536	5475	0.0	842
TA11184	5449	5536	5475	0.0	842
TA11185	5449	5536	5475	0.0	842
TA11186	5449	5536	5475	0.0	842
TA11187	5449	5536	5475	0.0	842
TA11190	5449	5536	5475	0.0	842
TA1119	5449	5536	5475	0.0	842
TA11201	5449	5536	5475	0.0	842
TA11202	5449	5536	5509	0.0	842
TA11203	5449	5536	5475	0.0	842
TA11205	5449	5536	5475	0.0	842
TA11216	5449	5536	5475	0.0	842
TA11220	5449	5536	5475	0.0	842
TA11222	5449	5536	5475	0.0	842
TA11223	5449	5536	5475	0.0	842
TA11224	5449	5536	5475	0.0	842
TA11229	5449	5536	5475	0.0	842
TA11230	5449	5536	5475	0.0	842
TA11231	5449	5536	5475	0.0	842
TA11232	5449	5536	5475	0.0	842
TA11241	5449	5536	5475	0.0	842
TA11242	5449	5536	5475	0.0	842
TA11243	5449	5536	5475	0.0	842
TA11244	5449	5536	5475	0.0	842
TA11246	5449	5536	5475	0.0	842
TA11247	5449	5536	5475	0.0	842
TA11248	5449	5536	5475	0.0	842
TA11252	5449	5536	5475	0.0	842
TA11254	5449	5536	5475	0.0	842
TA11255	5449	5536	5475	0.0	842
TA11256	5449	5536	5475	0.0	842
TA1134	5449	5536	5475	0.0	842
TA1136	5449	5536	5475	0.0	842
TA1143	5449	5536	5475	0.0	842
TA1148	5449	5536	5475	0.0	842
TA1158	5449	5536	5475	0.0	842
TA119	5449	5536	5475	0.0	842
TA121	5449	5536	5475	0.0	842
TA130	5449	5536	5475	0.0	842
TA134	5449	5536	5475	0.0	842
TA135	5449	5536	5475	0.0	842
TA1385	5449	5536	5475	0.0	842
TA1386	5449	5536	5475	0.0	842
TA1422	5449	5536	5475	0.0	842
TA1425	5449	5536	5509	0.0	842
TA2016	5449	5536	5475	0.0	842
TA2017	5449	5536	5475	0.0	842
TA2018	5449	5536	5475	0.0	842
TA94	5449	5536	5475	0.0	842
TA993	5449	5536	5475	0.0	842
TA99	5449	5536	5475	0.0	842
W12_SRR7478279	5449	5536	5475	0.0	842
W13_SRR7478281	5449	5536	5475	0.0	842
W14_1_SRR7478316	5449	5536	5475	0.0	842
W16_SRR7478314	5449	5536	5475	0.0	842
W5_SRR7478271	5449	5536	5509	0.0	842
W7_SRR7478273	5449	5536	5509	0.0	842
W8_SRR7478274	5449	5536	5475	0.0	842
WATDE0669	5449	5536	5475	0.0	842
WATDE0672	5449	5536	5509	0.0	842
WATDE0687	5449	5536	5475	0.0	842
WATDE0843	5449	5536	5509	0.0	842
WEW_PI_415150	5449	5536	5475	0.0	842
WEW_PI_428069	5449	5536	5509	0.0	842
WEW_PI_428086	5449	5536	5475	0.0	842
WEW_PI_471653	5449	5536	5475	0.0	842
WEW_PI_471721	5449	5536	5509	0.0	842
WEW_PI_478713	5449	5536	5475	0.0	842
WEW_PI_478724	5449	5536	5475	0.0	842
WEW_PI_479782	5449	5536	5475	0.0	842
WEW_PI_654319	5449	5536	5475	0.0	842
WEW_PI_654325-USDA	5449	5536	5475	0.0	842
WEW_PI_656865	5449	5536	5475	0.0	842
WEW_TD_023697	5449	5536	5475	0.0	842
WEW_TD023715	5449	5536	5475	0.0	842
CRR061711	5449	5537	5475	0.0	842
CRR061684	5449	5541	5475	0.0	842
CRR061685	5449	5541	5475	0.0	842
CRR061686	5449	5541	5475	0.0	842
CRR061687	5449	5541	5475	0.0	842
CRR061688	5449	5541	5475	0.0	842
CRR061690	5449	5541	5475	0.0	842
CRR061691	5449	5541	5475	0.0	842
CRR061693	5449	5541	5475	0.0	842
CRR061694	5449	5541	5509	0.0	842
CRR061695	5449	5541	5475	0.0	842
CRR061696	5449	5541	5509	0.0	842
CRR061697	5449	5541	5475	0.0	842
CRR061698	5449	5541	5475	0.0	842
CRR061699	5449	5541	5475	0.0	842
CRR061701	5449	5541	5475	0.0	842
CRR061702	5449	5541	5475	0.0	842
CRR061703	5449	5541	5509	0.0	842
CRR061704	5449	5541	5509	0.0	842
CRR061705	5449	5541	5475	0.0	842
CRR061706	5449	5541	5509	0.0	842
CRR061707	5449	5541	5475	0.0	842
CRR061708	5449	5541	5509	0.0	842
CRR061710	5449	5541	5475	0.0	842
CRR061712	5449	5541	5509	0.0	842
CRR061713	5449	5541	5475	0.0	842
CRR061714	5449	5541	5475	0.0	842
CRR061717	5449	5541	5475	0.0	842
G305	5449	5541	5475	0.0	842
SRR11670754	5449	5541	5509	0.0	842
SRR11670765	5449	5541	5475	0.0	842
SRR11670776	5449	5541	5509	0.0	842
SRR11670787	5449	5541	5509	0.0	842
SRR11670798	5449	5541	5475	0.0	842
SRR11670820	5449	5541	5475	0.0	842
SRR13358656	5449	5541	5475	0.0	842
SRR13358657	5449	5541	5475	0.0	842
SRR13358659	5449	5541	5475	0.0	842
SRR13358660	5449	5541	5475	0.0	842
SRR13358669	5449	5541	5475	0.0	842
SRR13358670	5449	5541	5475	0.0	842
SRR13358672	5449	5541	5475	0.0	842
SRR13358678	5449	5541	5475	0.0	842
SRR13358680	5449	5541	5475	0.0	842
SRR13358681	5449	5541	5475	0.0	842
SRR13358751	5449	5541	5475	0.0	842
SRR13358753	5449	5541	5475	0.0	842
SRR15681643	5449	5541	5475	0.0	842
TA1020	5449	5541	5475	0.0	842
TA1026	5449	5541	5475	0.0	842
TA1028	5449	5541	5475	0.0	842
TA1032	5449	5541	5475	0.0	842
TA1033	5449	5541	5475	0.0	842
TA1034	5449	5541	5475	0.0	842
TA1035	5449	5541	5509	0.0	842
TA1036	5449	5541	5475	0.0	842
TA1037	5449	5541	5475	0.0	842
TA1040	5449	5541	5475	0.0	842
TA1041	5449	5541	5475	0.0	842
TA1042	5449	5541	5475	0.0	842
TA1044	5449	5541	5475	0.0	842
TA1045	5449	5541	5475	0.0	842
TA1055	5449	5541	5475	0.0	842
TA1056	5449	5541	5475	0.0	842
TA1057	5449	5541	5475	0.0	842
TA1061	5449	5541	5475	0.0	842
TA1063	5449	5541	5475	0.0	842
TA1064	5449	5541	5475	0.0	842
TA10667	5449	5541	5475	0.0	842
TA10668	5449	5541	5475	0.0	842
TA1066	5449	5541	5475	0.0	842
TA1068	5449	5541	5475	0.0	842
TA1072	5449	5541	5475	0.0	842
TA1074	5449	5541	5509	0.0	842
TA1075	5449	5541	5475	0.0	842
TA108	5449	5541	5475	0.0	842
TA11075	5449	5541	5475	0.0	842
TA110	5449	5541	5475	0.0	842
TA11162	5449	5541	5475	0.0	842
TA11163	5449	5541	5475	0.0	842
TA11165	5449	5541	5475	0.0	842
TA11166	5449	5541	5475	0.0	842
TA11167	5449	5541	5475	0.0	842
TA11168	5449	5541	5475	0.0	842
TA11169	5449	5541	5475	0.0	842
TA11170	5449	5541	5475	0.0	842
TA11171	5449	5541	5475	0.0	842
TA11172	5449	5541	5475	0.0	842
TA11173	5449	5541	5475	0.0	842
TA11175	5449	5541	5475	0.0	842
TA11179	5449	5541	5509	0.0	842
TA11181	5449	5541	5475	0.0	842
TA11182	5449	5541	5475	0.0	842
TA11188	5449	5541	5475	0.0	842
TA11189	5449	5541	5475	0.0	842
TA11191	5449	5541	5475	0.0	842
TA11192	5449	5541	5475	0.0	842
TA11193	5449	5541	5475	0.0	842
TA11195	5449	5541	5475	0.0	842
TA11196	5449	5541	5475	0.0	842
TA11197	5449	5541	5475	0.0	842
TA11200	5449	5541	5475	0.0	842
TA11207	5449	5541	5475	0.0	842
TA11208	5449	5541	5475	0.0	842
TA11209	5449	5541	5475	0.0	842
TA1120	5449	5541	5475	0.0	842
TA11210	5449	5541	5475	0.0	842
TA11214	5449	5541	5475	0.0	842
TA11218	5449	5541	5475	0.0	842
TA1121	5449	5541	5475	0.0	842
TA11221	5449	5541	5475	0.0	842
TA11226	5449	5541	5475	0.0	842
TA11227	5449	5541	5475	0.0	842
TA11228	5449	5541	5475	0.0	842
TA11234	5449	5541	5475	0.0	842
TA11235	5449	5541	5475	0.0	842
TA11237	5449	5541	5475	0.0	842
TA11239	5449	5541	5475	0.0	842
TA11240	5449	5541	5475	0.0	842
TA11249	5449	5541	5475	0.0	842
TA11250	5449	5541	5475	0.0	842
TA11251	5449	5541	5475	0.0	842
TA11253	5449	5541	5475	0.0	842
TA1130	5449	5541	5475	0.0	842
TA1140	5449	5541	5475	0.0	842
TA1144	5449	5541	5475	0.0	842
TA1153	5449	5541	5475	0.0	842
TA1156	5449	5541	5475	0.0	842
TA1169	5449	5541	5475	0.0	842
TA1171	5449	5541	5475	0.0	842
TA1173	5449	5541	5509	0.0	842
TA1175	5449	5541	5475	0.0	842
TA1177	5449	5541	5475	0.0	842
TA117	5449	5541	5475	0.0	842
TA1181	5449	5541	5475	0.0	842
TA1183	5449	5541	5475	0.0	842
TA1187	5449	5541	5475	0.0	842
TA1189	5449	5541	5475	0.0	842
TA1191	5449	5541	5475	0.0	842
TA1194	5449	5541	5475	0.0	842
TA1195	5449	5541	5475	0.0	842
TA127	5449	5541	5475	0.0	842
TA131	5449	5541	5475	0.0	842
TA133	5449	5541	5475	0.0	842
TA1379	5449	5541	5475	0.0	842
TA1381	5449	5541	5475	0.0	842
TA1383	5449	5541	5475	0.0	842
TA1387	5449	5541	5475	0.0	842
TA1389	5449	5541	5475	0.0	842
TA1390	5449	5541	5475	0.0	842
TA1394	5449	5541	5475	0.0	842
TA1396	5449	5541	5475	0.0	842
TA1398	5449	5541	5475	0.0	842
TA1401	5449	5541	5475	0.0	842
TA1402	5449	5541	5475	0.0	842
TA1404	5449	5541	5475	0.0	842
TA1409	5449	5541	5475	0.0	842
TA1411	5449	5541	5475	0.0	842
TA1415	5449	5541	5475	0.0	842
TA1418	5449	5541	5475	0.0	842
TA1419	5449	5541	5475	0.0	842
TA1421	5449	5541	5475	0.0	842
TA1428	5449	5541	5475	0.0	842
TA1429	5449	5541	5475	0.0	842
TA1436	5449	5541	5475	0.0	842
TA1438	5449	5541	5475	0.0	842
TA1440	5449	5541	5475	0.0	842
TA1441	5449	5541	5475	0.0	842
TA1445	5449	5541	5475	0.0	842
TA1450	5449	5541	5475	0.0	842
TA1460	5449	5541	5475	0.0	842
TA1461	5449	5541	5475	0.0	842
TA1464	5449	5541	5475	0.0	842
TA1468	5449	5541	5475	0.0	842
TA1470	5449	5541	5475	0.0	842
TA1473	5449	5541	5475	0.0	842
TA1474	5449	5541	5475	0.0	842
TA54	5449	5541	5509	0.0	842
TA552	5449	5541	5475	0.0	842
TA61	5449	5541	5475	0.0	842
TA62	5449	5541	5475	0.0	842
TA63	5449	5541	5475	0.0	842
TA67	5449	5541	5475	0.0	842
TA68	5449	5541	5475	0.0	842
TA69	5449	5541	5475	0.0	842
TA72	5449	5541	5475	0.0	842
TA74	5449	5541	5475	0.0	842
TA76	5449	5541	5475	0.0	842
TA77	5449	5541	5475	0.0	842
TA83	5449	5541	5475	0.0	842
W10_1_SRR7478263	5449	5541	5475	0.0	842
W15_SRR7478315	5449	5541	5475	0.0	842
W18_SRR7478310	5449	5541	5475	0.0	842
W19_SRR7478311	5449	5541	5509	0.0	842
W1_SRR7478278	5449	5541	5475	0.0	842
W2_SRR7478276	5449	5541	5466	9.0	842
W4_SRR7478319	5449	5541	5475	0.0	842
W6_SRR7478272	5449	5541	5475	0.0	842
W9_SRR7478275	5449	5541	5475	0.0	842
WEW_IG_115809	5449	5541	5475	0.0	842
WEW_IG_139169	5449	5541	5475	0.0	842
WEW_IG_46057	5449	5541	5475	0.0	842
WEW_IG_46374	5449	5541	5475	0.0	842
WEW_IG_46387	5449	5541	5509	0.0	842
WEW_PI_428064	5449	5541	5514	0.0	842
WEW_PI_467031	5449	5541	5509	0.0	842
WEW_PI_471609	5449	5541	5475	0.0	842
WEW_PI_471708	5449	5541	5475	0.0	842
WEW_PI_471753	5449	5541	5475	0.0	842
WEW_PI_471766	5449	5541	5475	0.0	842
WEW_PI_471780	5449	5541	5509	0.0	842
WEW_PI_471791	5449	5541	5475	0.0	842
WEW_PI_471804	5449	5541	5475	0.0	842
WEW_PI_478684	5449	5541	5475	0.0	842
WEW_PI_478715	5449	5541	5475	0.0	842
WEW_PI_478719	5449	5541	5475	0.0	842
WEW_PI_538701	5449	5541	5475	0.0	842
WEW_PI_538708	5449	5541	5509	0.0	842
WEW_PI_538715	5449	5541	5509	0.0	842
WEW_PI_654336	5449	5541	5475	0.0	842
WEW_PI_656868	5449	5541	5509	0.0	842
WEW_TD_023643	5449	5541	5475	0.0	842
zavitan	5449	5541	5475	0.0	842
CRR061683	5449	5542	5475	0.0	843
SRR13358677	5449	5542	5475	0.0	843
TA1029	5449	5542	5475	0.0	843
TA11199	5449	5542	5475	0.0	843
TA1413	5449	5542	5475	0.0	843
TA1432	5449	5542	5475	0.0	843
TA1434	5449	5542	5475	0.0	843
WEW_PI_471693	5449	5542	5475	0.0	843
TA60	5449	5544	5509	0.0	843
WATDE0643	5449	5544	5509	0.0	843
ninivev1	5449	5546	5475	0.0	843
TA11051	5449	5546	5475	0.0	843
TA11141	5449	5546	5475	0.0	843
TA11142	5449	5546	5475	0.0	843
TA11148	5449	5546	5475	0.0	843
TA11154	5449	5546	5475	0.0	843
TA11155	5449	5546	5475	0.0	843
SRR13358756	5449	5547	5509	0.0	843
TA1108	5449	5547	5475	0.0	843
TA56	5449	5547	5475	0.0	843
TA980	5449	5547	5475	0.0	843
SRR13358752	5449	5551	5475	0.0	843
TA132	5449	5557	5475	0.0	839
TA11164	5449	5559	5475	0.0	839
TA52	5449	5559	5475	0.0	839
WEW_PI_656871	5449	5559	5475	0.0	839
SRR13358668	5449	5560	5475	0.0	839
TA1112	5449	5560	5509	0.0	839
TA11225	5449	5560	5475	0.0	839
TA1459	5449	5560	5475	0.0	839
TA55	5449	5560	5475	0.0	839
TA90	5449	5560	5475	0.0	839
WEW_PI_656867	5450	5536	5509	0.0	842
SRR13358674	5450	5541	5509	0.0	842
WEW_PI_466984	5450	5541	5509	0.0	842
WEW_PI_467037	5450	5541	5509	0.0	842
WEW_PI_471801	5450	5541	5509	0.0	842
WEW_PI_479779	5450	5541	5509	0.0	842
WEW_PI_656869	5450	5541	5509	0.0	842
WEW_PI_656872	5450	5545	5476	0.0	843
CRR061700	5451	5541	5509	0.0	847
CRR061709	5451	5541	5509	0.0	847
CRR061715	5451	5541	5509	0.0	847
SRR15681650	5451	5541	5509	0.0	847
TA1065	5451	5541	5509	0.0	847
TA1407	5451	5541	5509	0.0	847
W3_SRR7478320	5451	5541	5509	0.0	847
SRR13358739	5451	5550	5475	2.0	843
WEW_IG_115808	5451	5559	5509	0.0	839
W11_1_SRR7478264	5452	5536	5509	0.0	847
WEW_IG_109088	5452	5536	5509	0.0	847
WEW_PI_478738	5452	5536	5509	0.0	847
CRR061689	5452	5541	5509	0.0	847
CRR061716	5452	5541	5509	0.0	847
SRR11670809	5456	5541	5509	0.0	847
TA1406	5456	5541	5509	0.0	847
Camacho	5457	5507	5483	3.0	848
WEW_IG_113301	5457	5546	5509	0.0	847
TRI28863	5458	5502	5475	9.0	848
PI219867	5459	5541	5509	0.0	847
IC128225	5461	5505	5481	9.0	848
CRR242194	5491	5559	5517	0.0	859
KS060476M-6	5493	5559	5519	0.0	859
Narmada4	5493	5560	5519	0.0	859
NBPGR11	5503	5560	5529	0.0	863
SRR13358709	5504	5559	5530	0.0	863
DEW_PI_479960	5508	5559	5532	2.0	863
K7903HALNA	5508	5560	5533	1.0	863
HD2932	5511	5560	5533	4.0	865
TRI474	5513	5560	5533	6.0	865
SRR12905955	5514	5560	5533	7.0	865
CRR242204	5523	5559	5532	17.0	868
Heyne	5523	5560	5533	16.0	868
CRR242193	5526	5559	5532	20.0	868
IC398298	5526	5560	5533	19.0	868
HS240	5529	5560	5533	22.0	868
HD2888	5531	5560	5533	24.0	868
Y437_CRR649841_ASH	5610	5717	5636	0.0	871
Y154_CRR649839_AEL	5615	5717	5645	0.0	871
Y445_CRR649842_ASE	5615	5717	5653	2.0	871
PI254865	5637	5711	5653	10.0	876
Y2032_CRR649843_ASP	5638	5711	5653	11.0	876
PI219867	5639	5711	5653	12.0	876
TA1020	5671	5712	5690	12.0	877
TA10422	5671	5717	5690	7.0	877
TA1148	5671	5717	5690	7.0	877
TA94	5671	5717	5690	7.0	877
TA11252	5684	5714	5687	23.0	880
WEW_TD_023697	5684	5714	5687	23.0	880
SRR13358679	5684	5717	5690	20.0	880
TA11136	5684	5717	5690	20.0	880
TA11137	5684	5717	5690	20.0	880
TA11139	5684	5717	5690	20.0	880
TA11140	5684	5717	5690	20.0	880
TA11141	5684	5717	5690	20.0	880
TA11142	5684	5717	5690	20.0	880
TA11224	5687	5717	5690	23.0	880
SRR13358752	5688	5717	5690	24.0	880
SRR13358753	5688	5717	5690	24.0	880
TA1055	5688	5717	5690	24.0	880
TA1059	5688	5717	5690	24.0	880
TA11153	5688	5717	5690	24.0	880
TA11154	5688	5717	5690	24.0	880
TA11155	5688	5717	5690	24.0	880
TA11165	5688	5717	5690	24.0	880
TA11170	5688	5717	5690	24.0	880
TA11172	5688	5717	5690	24.0	880
TA11178	5688	5717	5690	24.0	880
TA11222	5688	5717	5690	24.0	880
TA11242	5688	5717	5690	24.0	880
TA11243	5688	5717	5690	24.0	880
TA1169	5688	5717	5690	24.0	880
TA1386	5688	5717	5690	24.0	880
TA1387	5688	5717	5690	24.0	880
TA1389	5688	5717	5690	24.0	880
TA1390	5688	5717	5690	24.0	880
TA1428	5688	5717	5690	24.0	880
TA1429	5688	5717	5690	24.0	880
TA1464	5688	5717	5690	24.0	880
TA1469	5688	5717	5690	24.0	880
W10_1_SRR7478263	5688	5717	5690	24.0	880
W1_SRR7478278	5688	5717	5690	24.0	880
WEW_PI_656867	5688	5717	5690	24.0	880
SRR33446502	5730	5879	5756	0.0	882
SRR33446503	5730	5879	5756	0.0	882
SRR33446504	5730	5879	5756	0.0	882
SRR33446505	5730	5879	5756	0.0	882
SRR33446506	5730	5879	5756	0.0	882
SRR33446507	5730	5879	5756	0.0	882
SRR33446509	5730	5879	5756	0.0	882
SRR33446510	5730	5879	5756	0.0	882
SRR33446511	5730	5879	5756	0.0	882
SRR33446512	5730	5879	5756	0.0	882
SRR33446513	5730	5879	5756	0.0	882
SRR33446514	5730	5879	5756	0.0	882
SRR33446516	5730	5879	5756	0.0	882
SRR33446518	5730	5879	5756	0.0	882
ERR7747980	5733	5874	5759	0.0	882
CRR1664025	5747	5887	5794	0.0	886
SRR13358671	5747	5887	5794	0.0	886
PI219867	5751	5879	5802	10.0	888
Y437_CRR649841_ASH	5751	5879	5794	0.0	888
Y445_CRR649842_ASE	5751	5884	5814	0.0	888
Y154_CRR649839_AEL	5751	5887	5794	0.0	886
Y2180_CRR649840_AEB	5751	5887	5814	0.0	886
TA11235	5754	5786	5759	21.0	891
TA11200	5754	5788	5767	19.0	891
CWI84680	5754	5789	5767	18.0	891
CWI84694	5754	5789	5767	18.0	891
CWI84704	5754	5789	5767	18.0	891
WATDE0105	5754	5789	5767	18.0	891
WATDE0944	5754	5789	5767	18.0	891
WATDE0957	5754	5789	5767	18.0	891
CRR061693	5754	5790	5768	17.0	891
SRR11670820	5754	5790	5777	17.0	891
TA1032	5754	5790	5768	17.0	891
TA11161	5754	5790	5768	17.0	891
WATDE0044	5754	5790	5768	17.0	891
WATDE0045	5754	5790	5769	17.0	891
WATDE0484	5754	5790	5768	17.0	891
WATDE0488	5754	5790	5769	17.0	891
WEW_PI_471766	5754	5790	5768	17.0	891
CWI85096	5754	5792	5770	15.0	891
64S25	5754	5804	5777	8.0	892
82S11	5754	5804	5777	8.0	892
G76732	5754	5804	5777	8.0	892
IG122352	5754	5804	5777	8.0	892
IG89201	5754	5804	5777	8.0	892
KS061470M-4	5754	5804	5777	8.0	892
NP101	5754	5804	5777	8.0	892
SAFEDMUNDIA	5754	5804	5777	8.0	892
SRR13358696	5754	5804	5777	8.0	892
SRR33779380	5754	5804	5777	8.0	892
CRR061690	5754	5841	5814	0.0	893
CRR061691	5754	5841	5814	0.0	893
CRR061696	5754	5841	5777	8.0	893
CRR061697	5754	5841	5777	8.0	893
CRR061700	5754	5841	5777	8.0	893
CRR242195	5754	5841	5777	8.0	893
SRR13358661	5754	5841	5777	8.0	893
TA1044	5754	5841	5814	8.0	893
TA1061	5754	5841	5777	8.0	893
TA10667	5754	5841	5814	0.0	893
TA11165	5754	5841	5777	8.0	893
TA11166	5754	5841	5777	8.0	893
TA11170	5754	5841	5777	8.0	893
TA11189	5754	5841	5777	8.0	893
TA11193	5754	5841	5777	8.0	893
TA11208	5754	5841	5777	8.0	893
TA1428	5754	5841	5777	8.0	893
TA1445	5754	5841	5777	8.0	893
TA1473	5754	5841	5814	0.0	893
TA61	5754	5841	5777	8.0	893
W14_1_SRR7478316	5754	5841	5777	8.0	893
W19_SRR7478311	5754	5841	5777	8.0	893
WEW_IG_115808	5754	5841	5777	8.0	893
WEW_IG_46387	5754	5841	5777	8.0	893
WEW_PI_467049	5754	5841	5777	8.0	893
WEW_PI_471753	5754	5841	5777	8.0	893
WEW_PI_471791	5754	5841	5814	8.0	893
WEW_PI_478684	5754	5841	5777	8.0	893
WEW_PI_538701	5754	5841	5777	8.0	893
WEW_PI_656868	5754	5841	5814	8.0	893
CRR290219	5754	5842	5822	7.0	894
PI367199	5754	5842	5822	7.0	894
WATDE0098	5754	5843	5814	0.0	894
CRR061698	5754	5844	5777	8.0	894
WEW_PI_654336	5754	5844	5814	8.0	894
TA11179	5754	5845	5777	8.0	894
CRR061701	5754	5846	5777	8.0	894
TA10668	5754	5846	5777	8.0	894
WATDE0665	5754	5846	5814	0.0	894
6S3	5754	5847	5822	7.0	894
CRR289920	5754	5847	5814	0.0	894
CRR290069	5754	5847	5822	7.0	894
CWI87127	5754	5847	5814	0.0	894
FIN-L1	5754	5847	5822	7.0	894
TA1020	5754	5847	5777	8.0	894
W15_SRR7478315	5754	5847	5777	8.0	894
WATDE0399	5754	5847	5814	0.0	894
WEW_PI_656871	5754	5847	5777	8.0	894
86S34	5754	5864	5822	7.0	895
89S28	5754	5864	5822	7.0	895
C27_SRR7478301	5754	5864	5814	0.0	895
CRR061683	5754	5864	5814	0.0	895
CRR061684	5754	5864	5777	8.0	895
CRR061685	5754	5864	5777	8.0	895
CRR061686	5754	5864	5777	8.0	895
CRR061687	5754	5864	5777	8.0	895
CRR061688	5754	5864	5814	0.0	895
CRR061689	5754	5864	5814	0.0	895
CRR061692	5754	5864	5777	8.0	895
CRR061694	5754	5864	5777	8.0	895
CRR061695	5754	5864	5777	8.0	895
CRR061699	5754	5864	5777	8.0	895
CRR289968	5754	5864	5822	7.0	895
CRR290077	5754	5864	5822	7.0	895
CRR290102	5754	5864	5814	0.0	895
CRR290123	5754	5864	5822	7.0	895
DWR225	5754	5864	5814	6.0	895
renan	5754	5864	5814	0.0	895
SRR11670809	5754	5864	5814	8.0	895
SRR13358650	5754	5864	5822	7.0	895
SRR13358656	5754	5864	5777	8.0	895
SRR13358657	5754	5864	5822	7.0	895
SRR13358660	5754	5864	5777	8.0	895
SRR13358668	5754	5864	5777	8.0	895
SRR13358670	5754	5864	5777	8.0	895
SRR13358672	5754	5864	5777	8.0	895
SRR13358674	5754	5864	5777	8.0	895
SRR13358677	5754	5864	5814	0.0	895
SRR13358678	5754	5864	5814	0.0	895
SRR13358680	5754	5864	5777	8.0	895
SRR13358681	5754	5864	5814	8.0	895
SRR13358689	5754	5864	5822	7.0	895
SRR13358751	5754	5864	5814	8.0	895
SRR13358752	5754	5864	5777	8.0	895
SRR13358753	5754	5864	5777	8.0	895
SRR13358756	5754	5864	5814	0.0	895
SRR15681643	5754	5864	5777	8.0	895
TA1026	5754	5864	5777	8.0	895
TA1033	5754	5864	5777	8.0	895
TA1034	5754	5864	5777	8.0	895
