Sample	ValleyStart	ValleyEnd	FirstMinPosition	MinValue	group_id
TA11226	7686	7765	7712	0.0	1589
TA11227	7686	7765	7712	0.0	1589
TA11228	7686	7765	7712	0.0	1589
TA11231	7686	7765	7712	0.0	1589
TA11234	7686	7765	7712	0.0	1589
TA11235	7686	7765	7712	0.0	1589
TA11237	7686	7765	7712	0.0	1589
TA11239	7686	7765	7712	0.0	1589
TA11241	7686	7765	7712	0.0	1589
TA11249	7686	7765	7712	0.0	1589
TA11250	7686	7765	7712	0.0	1589
TA11251	7686	7765	7712	0.0	1589
TA11252	7686	7765	7712	0.0	1589
TA11253	7686	7765	7712	0.0	1589
TA1134	7686	7765	7712	0.0	1589
TA113	7686	7765	7712	0.0	1589
TA1148	7686	7765	7712	0.0	1589
TA114	7686	7765	7712	0.0	1589
TA1153	7686	7765	7712	0.0	1589
TA1169	7686	7765	7712	0.0	1589
TA1171	7686	7765	7712	0.0	1589
TA1173	7686	7765	7712	0.0	1589
TA1175	7686	7765	7712	0.0	1589
TA1177	7686	7765	7712	0.0	1589
TA1181	7686	7765	7712	0.0	1589
TA1183	7686	7765	7712	0.0	1589
TA1187	7686	7765	7712	0.0	1589
TA1189	7686	7765	7712	0.0	1589
TA1191	7686	7765	7712	0.0	1589
TA1194	7686	7765	7712	0.0	1589
TA1195	7686	7765	7712	0.0	1589
TA123	7686	7765	7712	0.0	1589
TA127	7686	7765	7712	0.0	1589
TA130	7686	7765	7712	0.0	1589
TA1381	7686	7765	7712	0.0	1589
TA1383	7686	7765	7712	0.0	1589
TA1387	7686	7765	7712	0.0	1589
TA1389	7686	7765	7712	0.0	1589
TA1390	7686	7765	7712	0.0	1589
TA1394	7686	7765	7712	0.0	1589
TA1398	7686	7765	7712	0.0	1589
TA1401	7686	7765	7712	0.0	1589
TA1402	7686	7765	7712	0.0	1589
TA1404	7686	7765	7712	0.0	1589
TA1406	7686	7765	7712	0.0	1589
TA1407	7686	7765	7712	0.0	1589
TA1409	7686	7765	7712	0.0	1589
TA1411	7686	7765	7712	0.0	1589
TA1413	7686	7765	7712	0.0	1589
TA1415	7686	7765	7712	0.0	1589
TA1418	7686	7765	7712	0.0	1589
TA1421	7686	7765	7712	0.0	1589
TA1422	7686	7765	7712	0.0	1589
TA1425	7686	7765	7712	0.0	1589
TA1428	7686	7765	7712	0.0	1589
TA1429	7686	7765	7712	0.0	1589
TA1432	7686	7765	7712	0.0	1589
TA1434	7686	7765	7712	0.0	1589
TA1436	7686	7765	7712	0.0	1589
TA1438	7686	7765	7712	0.0	1589
TA1440	7686	7765	7712	0.0	1589
TA1441	7686	7765	7712	0.0	1589
TA1445	7686	7765	7712	0.0	1589
TA1446	7686	7765	7712	0.0	1589
TA1449	7686	7765	7712	0.0	1589
TA1450	7686	7765	7712	0.0	1589
TA1457	7686	7765	7712	0.0	1589
TA1458	7686	7765	7712	0.0	1589
TA1461	7686	7765	7712	0.0	1589
TA1464	7686	7765	7712	0.0	1589
TA1468	7686	7765	7712	0.0	1589
TA1469	7686	7765	7712	0.0	1589
TA1473	7686	7765	7712	0.0	1589
TA1474	7686	7765	7712	0.0	1589
TA2016	7686	7765	7712	0.0	1589
TA52	7686	7765	7712	0.0	1589
TA54	7686	7765	7712	0.0	1589
TA552	7686	7765	7712	0.0	1589
TA60	7686	7765	7712	0.0	1589
TA61	7686	7765	7712	0.0	1589
TA62	7686	7765	7712	0.0	1589
TA63	7686	7765	7712	0.0	1589
TA66	7686	7765	7712	0.0	1589
TA69	7686	7765	7712	0.0	1589
TA72	7686	7765	7712	0.0	1589
TA74	7686	7765	7712	0.0	1589
TA76	7686	7765	7712	0.0	1589
TA77	7686	7765	7712	0.0	1589
TA83	7686	7765	7712	0.0	1589
TA94	7686	7765	7712	0.0	1589
W10_1_SRR7478263	7686	7765	7712	0.0	1589
W11_1_SRR7478264	7686	7765	7712	0.0	1589
W13_SRR7478281	7686	7765	7712	0.0	1589
W14_1_SRR7478316	7686	7765	7712	0.0	1589
W15_SRR7478315	7686	7765	7712	0.0	1589
W16_SRR7478314	7686	7765	7712	0.0	1589
W17_SRR7478280	7686	7765	7712	0.0	1589
W1_SRR7478278	7686	7765	7712	0.0	1589
W2_SRR7478276	7686	7765	7712	0.0	1589
W3_SRR7478320	7686	7765	7712	0.0	1589
W4_SRR7478319	7686	7765	7712	0.0	1589
W6_SRR7478272	7686	7765	7712	0.0	1589
W9_SRR7478275	7686	7765	7712	0.0	1589
WEW_Haifa_G25	7686	7765	7712	0.0	1589
WEW_Haifa_G303	7686	7765	7712	0.0	1589
WEW_IG_139169	7686	7765	7712	0.0	1589
WEW_IG_46387	7686	7765	7712	0.0	1589
WEW_PI_415150	7686	7765	7712	0.0	1589
WEW_PI_428069	7686	7765	7712	0.0	1589
WEW_PI_466984	7686	7765	7712	0.0	1589
WEW_PI_467040	7686	7765	7712	0.0	1589
WEW_PI_467049	7686	7765	7712	0.0	1589
WEW_PI_471609	7686	7765	7712	0.0	1589
WEW_PI_471620	7686	7765	7712	0.0	1589
WEW_PI_471653	7686	7765	7712	0.0	1589
WEW_PI_471693	7686	7765	7712	0.0	1589
WEW_PI_471720	7686	7765	7712	0.0	1589
WEW_PI_471721	7686	7765	7712	0.0	1589
WEW_PI_471725	7686	7765	7712	0.0	1589
WEW_PI_471766	7686	7765	7712	0.0	1589
WEW_PI_471801	7686	7765	7712	0.0	1589
WEW_PI_471804	7686	7765	7712	0.0	1589
WEW_PI_478684	7686	7765	7712	0.0	1589
WEW_PI_478703	7686	7765	7712	0.0	1589
WEW_PI_478717	7686	7765	7712	0.0	1589
WEW_PI_478723	7686	7765	7712	0.0	1589
WEW_PI_479779	7686	7765	7712	0.0	1589
WEW_PI_481524	7686	7765	7712	0.0	1589
WEW_PI_487256	7686	7765	7712	0.0	1589
WEW_PI_487257	7686	7765	7712	0.0	1589
WEW_PI_538701	7686	7765	7712	0.0	1589
WEW_PI_538708	7686	7765	7712	0.0	1589
WEW_PI_654319	7686	7765	7712	0.0	1589
WEW_PI_654336	7686	7765	7712	0.0	1589
WEW_PI_656871	7686	7765	7712	0.0	1589
WEW_TD_023697	7686	7765	7712	0.0	1589
SRR13358705	7686	7767	7712	0.0	1589
SRR15681650	7686	7767	7712	0.0	1589
TA11200	7686	7767	7712	0.0	1589
SRR13358657	7686	7768	7712	0.0	1590
W18_SRR7478310	7686	7768	7712	0.0	1590
SRR13358673	7686	7770	7712	0.0	1590
TA1396	7686	7773	7712	0.0	1590
13S9	7690	7745	7716	0.0	1600
132S19	7691	7746	7717	0.0	1600
TA11191	7693	7742	7715	4.0	1600
TA11051	7693	7746	7719	0.0	1600
TA11136	7693	7746	7719	0.0	1600
TA11137	7693	7746	7719	0.0	1600
TA11138	7693	7746	7719	0.0	1600
TA11139	7693	7746	7719	0.0	1600
TA11140	7693	7746	7719	0.0	1600
TA11153	7693	7746	7719	0.0	1600
TA11154	7693	7746	7719	0.0	1600
TA11223	7693	7746	7719	0.0	1600
TA11244	7693	7746	7719	0.0	1600
TA11245	7693	7746	7719	0.0	1600
TA11246	7693	7746	7719	0.0	1600
TA11247	7693	7746	7719	0.0	1600
TA1386	7693	7746	7719	0.0	1600
TA993	7693	7746	7719	0.0	1600
SRR15681648	7694	7741	7714	6.0	1600
CRR242201	7708	7753	7726	8.0	1614
WATDE0429	7708	7763	7734	0.0	1618
CRR290303	7710	7750	7723	13.0	1614
127S16	7710	7763	7736	0.0	1618
Abbondanza_CRR062118	7710	7763	7736	0.0	1618
Ability	7710	7763	7736	0.0	1618
abo	7710	7763	7736	0.0	1618
Agron	7710	7763	7736	0.0	1618
Aifeng3_CRR062185	7710	7763	7736	0.0	1618
Akagomughi_CRR062129	7710	7763	7736	0.0	1618
Albatross	7710	7763	7736	0.0	1618
Alba	7710	7763	7736	0.0	1618
Alcedo	7710	7763	7736	0.0	1618
Almus	7710	7763	7736	0.0	1618
Altria	7710	7763	7736	0.0	1618
amn	7710	7763	7736	0.0	1618
AMN	7710	7763	7736	0.0	1618
Arminda	7710	7763	7736	0.0	1618
attraktion	7710	7763	7736	0.0	1618
Avalon	7710	7763	7736	0.0	1618
Avocet	7710	7763	7736	0.0	1618
Bainong201_CRR062146	7710	7763	7736	0.0	1618
Bainong3217_CRR062070	7710	7763	7736	0.0	1618
Banco	7710	7763	7736	0.0	1618
Banner	7710	7763	7736	0.0	1618
Beauchamp	7710	7763	7736	0.0	1618
Beaver	7710	7763	7736	0.0	1618
Bersee	7710	7763	7736	0.0	1618
BIH-L1	7710	7763	7736	0.0	1618
bj	7710	7763	7736	0.0	1618
Blitz	7710	7763	7736	0.0	1618
Boai7023_CRR062051	7710	7763	7736	0.0	1618
Boreonos	7710	7763	7736	0.0	1618
Bounty	7710	7763	7736	0.0	1618
Boxer	7710	7763	7736	0.0	1618
Buster	7710	7763	7736	0.0	1618
C14_SRR7478295	7710	7763	7736	0.0	1618
C15_SRR7478257	7710	7763	7736	0.0	1618
C17_SRR7478255	7710	7763	7736	0.0	1618
C18_SRR7478256	7710	7763	7736	0.0	1618
C19_SRR7478261	7710	7763	7736	0.0	1618
C32_SRR7478297	7710	7763	7736	0.0	1618
C36_SRR7478285	7710	7763	7736	0.0	1618
C41_SRR7478268	7710	7763	7736	0.0	1618
C42_SRR7478251	7710	7763	7736	0.0	1618
C44_SRR7478254	7710	7763	7736	0.0	1618
C45_SRR7478252	7710	7763	7736	0.0	1618
C7_SRR7478246	7710	7763	7736	0.0	1618
C8_SRR7478300	7710	7763	7736	0.0	1618
Calif	7710	7763	7736	0.0	1618
CampRemy	7710	7763	7736	0.0	1618
CAN-C1	7710	7763	7736	0.0	1618
Capitaine	7710	7763	7736	0.0	1618
Capo	7710	7763	7736	0.0	1618
CappelleDesprez	7710	7763	7736	0.0	1618
Captor	7710	7763	7736	0.0	1618
Catamaran	7710	7763	7736	0.0	1618
Cezanne	7710	7763	7736	0.0	1618
CHL-C1	7710	7763	7736	0.0	1618
chuanmai104	7710	7763	7736	0.0	1618
Chuanmai22_CRR062068	7710	7763	7736	0.0	1618
Chuanmai42_CRR062135	7710	7763	7736	0.0	1618
Cimcog47	7710	7763	7736	0.0	1618
claire	7710	7763	7736	0.0	1618
Claire	7710	7763	7736	0.0	1618
cm42	7710	7763	7736	0.0	1618
Consort	7710	7763	7736	0.0	1618
Cordiale	7710	7763	7736	0.0	1618
Crest	7710	7763	7736	0.0	1618
CRR1664021	7710	7763	7736	0.0	1618
CRR1664022	7710	7763	7736	0.0	1618
CRR1664023	7710	7763	7736	0.0	1618
CRR1664024	7710	7763	7736	0.0	1618
CRR289925	7710	7763	7736	0.0	1618
CRR289926	7710	7763	7736	0.0	1618
CRR289931	7710	7763	7736	0.0	1618
CRR289936	7710	7763	7736	0.0	1618
CRR289937	7710	7763	7736	0.0	1618
CRR289942	7710	7763	7736	0.0	1618
CRR289956	7710	7763	7736	0.0	1618
CRR289959	7710	7763	7736	0.0	1618
CRR289965	7710	7763	7736	0.0	1618
CRR289975	7710	7763	7736	0.0	1618
CRR289976	7710	7763	7736	0.0	1618
CRR289977	7710	7763	7736	0.0	1618
CRR289980	7710	7763	7736	0.0	1618
CRR289988	7710	7763	7736	0.0	1618
CRR289994	7710	7763	7736	0.0	1618
CRR289997	7710	7763	7736	0.0	1618
CRR289999	7710	7763	7736	0.0	1618
CRR290000	7710	7763	7736	0.0	1618
CRR290005	7710	7763	7736	0.0	1618
CRR290014	7710	7763	7736	0.0	1618
CRR290015	7710	7763	7736	0.0	1618
CRR290021	7710	7763	7736	0.0	1618
CRR290022	7710	7763	7736	0.0	1618
CRR290023	7710	7763	7736	0.0	1618
CRR290025	7710	7763	7736	0.0	1618
CRR290026	7710	7763	7736	0.0	1618
CRR290030	7710	7763	7736	0.0	1618
CRR290032	7710	7763	7736	0.0	1618
CRR290034	7710	7763	7736	0.0	1618
CRR290041	7710	7763	7736	0.0	1618
CRR290043	7710	7763	7736	0.0	1618
CRR290046	7710	7763	7736	0.0	1618
CRR290048	7710	7763	7736	0.0	1618
CRR290050	7710	7763	7736	0.0	1618
CRR290054	7710	7763	7736	0.0	1618
CRR290055	7710	7763	7736	0.0	1618
CRR290064	7710	7763	7736	0.0	1618
CRR290065	7710	7763	7736	0.0	1618
CRR290070	7710	7763	7736	0.0	1618
CRR290075	7710	7763	7736	0.0	1618
CRR290076	7710	7763	7736	0.0	1618
CRR290082	7710	7763	7736	0.0	1618
CRR290086	7710	7763	7736	0.0	1618
CRR290087	7710	7763	7736	0.0	1618
CRR290093	7710	7763	7736	0.0	1618
CRR290094	7710	7763	7736	0.0	1618
CRR290109	7710	7763	7736	0.0	1618
CRR290111	7710	7763	7736	0.0	1618
CRR290118	7710	7763	7736	0.0	1618
CRR290127	7710	7763	7736	0.0	1618
CRR290140	7710	7763	7736	0.0	1618
CRR290145	7710	7763	7736	0.0	1618
CRR290146	7710	7763	7736	0.0	1618
CRR290164	7710	7763	7736	0.0	1618
CRR290174	7710	7763	7736	0.0	1618
CRR290177	7710	7763	7736	0.0	1618
CRR290178	7710	7763	7736	0.0	1618
CRR290182	7710	7763	7736	0.0	1618
CRR290194	7710	7763	7736	0.0	1618
CRR290199	7710	7763	7736	0.0	1618
CRR290205	7710	7763	7736	0.0	1618
CRR290208	7710	7763	7736	0.0	1618
CRR290210	7710	7763	7736	0.0	1618
CRR290211	7710	7763	7736	0.0	1618
CRR290220	7710	7763	7736	0.0	1618
CRR290227	7710	7763	7736	0.0	1618
CRR290231	7710	7763	7736	0.0	1618
CRR290241	7710	7763	7736	0.0	1618
CRR290242	7710	7763	7736	0.0	1618
CRR290248	7710	7763	7736	0.0	1618
CRR290257	7710	7763	7736	0.0	1618
CRR290267	7710	7763	7736	0.0	1618
CRR290270	7710	7763	7736	0.0	1618
CRR290271	7710	7763	7736	0.0	1618
CRR290272	7710	7763	7736	0.0	1618
CRR290274	7710	7763	7736	0.0	1618
CRR290275	7710	7763	7736	0.0	1618
CRR290278	7710	7763	7736	0.0	1618
CRR290281	7710	7763	7736	0.0	1618
CRR290283	7710	7763	7736	0.0	1618
CRR290284	7710	7763	7736	0.0	1618
CRR290289	7710	7763	7736	0.0	1618
CRR290294	7710	7763	7736	0.0	1618
CRR290296	7710	7763	7736	0.0	1618
CRR290300	7710	7763	7736	0.0	1618
CRR290302	7710	7763	7736	0.0	1618
CRR290306	7710	7763	7736	0.0	1618
CRR290307	7710	7763	7736	0.0	1618
CRR290308	7710	7763	7736	0.0	1618
CRR290309	7710	7763	7736	0.0	1618
CRR290311	7710	7763	7736	0.0	1618
CRR290312	7710	7763	7736	0.0	1618
CRR290313	7710	7763	7736	0.0	1618
CRR290314	7710	7763	7736	0.0	1618
CRR290318	7710	7763	7736	0.0	1618
CRR290319	7710	7763	7736	0.0	1618
CRR290323	7710	7763	7736	0.0	1618
CRR290325	7710	7763	7736	0.0	1618
CRR290326	7710	7763	7736	0.0	1618
CRR290327	7710	7763	7736	0.0	1618
CRR290328	7710	7763	7736	0.0	1618
CRR290331	7710	7763	7736	0.0	1618
CRR290332	7710	7763	7736	0.0	1618
CRR290333	7710	7763	7736	0.0	1618
CRR290334	7710	7763	7736	0.0	1618
CRR290336	7710	7763	7736	0.0	1618
CRR290337	7710	7763	7736	0.0	1618
CRR290339	7710	7763	7736	0.0	1618
CRR290340	7710	7763	7736	0.0	1618
CRR290342	7710	7763	7736	0.0	1618
CRR290343	7710	7763	7736	0.0	1618
CRR290346	7710	7763	7736	0.0	1618
CRR290348	7710	7763	7736	0.0	1618
CRR290350	7710	7763	7736	0.0	1618
CRR290351	7710	7763	7736	0.0	1618
CRR290352	7710	7763	7736	0.0	1618
CRR290354	7710	7763	7736	0.0	1618
CRR290355	7710	7763	7736	0.0	1618
CRR290358	7710	7763	7736	0.0	1618
CRR290359	7710	7763	7736	0.0	1618
CRR290360	7710	7763	7736	0.0	1618
CRR290364	7710	7763	7736	0.0	1618
CRR290365	7710	7763	7736	0.0	1618
CRR290367	7710	7763	7736	0.0	1618
CRR290372	7710	7763	7736	0.0	1618
CRR290373	7710	7763	7736	0.0	1618
CRR290374	7710	7763	7736	0.0	1618
CRR290382	7710	7763	7736	0.0	1618
CRR290385	7710	7763	7736	0.0	1618
CRR290390	7710	7763	7736	0.0	1618
CRR290391	7710	7763	7736	0.0	1618
CRR290393	7710	7763	7736	0.0	1618
CRR290395	7710	7763	7736	0.0	1618
CRR290396	7710	7763	7736	0.0	1618
CRR290397	7710	7763	7736	0.0	1618
CRR290398	7710	7763	7736	0.0	1618
CRR290400	7710	7763	7736	0.0	1618
CRR290405	7710	7763	7736	0.0	1618
CRR290408	7710	7763	7736	0.0	1618
CWI102421	7710	7763	7736	0.0	1618
Diablo	7710	7763	7736	0.0	1618
Disponent	7710	7763	7736	0.0	1618
Dorby	7710	7763	7736	0.0	1618
DrauhofenerKolben	7710	7763	7736	0.0	1618
Druid	7710	7763	7736	0.0	1618
Eagle	7710	7763	7736	0.0	1618
Encore	7710	7763	7736	0.0	1618
Equinox	7710	7763	7736	0.0	1618
ErlaKolben	7710	7763	7736	0.0	1618
Erland	7710	7763	7736	0.0	1618
Eros	7710	7763	7736	0.0	1618
ESP-L1	7710	7763	7736	0.0	1618
EtoiledeChoisy	7710	7763	7736	0.0	1618
Expert	7710	7763	7736	0.0	1618
Fanal	7710	7763	7736	0.0	1618
Felix	7710	7763	7736	0.0	1618
Fengdecunmai5_CRR062134	7710	7763	7736	0.0	1618
Festival	7710	7763	7736	0.0	1618
Fidel	7710	7763	7736	0.0	1618
fielder	7710	7763	7736	0.0	1618
Fielder	7710	7763	7736	0.0	1618
Flame	7710	7763	7736	0.0	1618
Flamingo	7710	7763	7736	0.0	1618
Florida	7710	7763	7736	0.0	1618
FMSY	7710	7763	7736	0.0	1618
Fontarronco_CRR062188	7710	7763	7736	0.0	1618
FRA-C1	7710	7763	7736	0.0	1618
Funo_CRR062108	7710	7763	7736	0.0	1618
Galahad	7710	7763	7736	0.0	1618
Ganmai8_CRR062057	7710	7763	7736	0.0	1618
Gawain	7710	7763	7736	0.0	1618
GBR-L1	7710	7763	7736	0.0	1618
Glasgow	7710	7763	7736	0.0	1618
Grafton	7710	7763	7736	0.0	1618
Granada	7710	7763	7736	0.0	1618
Handan6172_CRR062094	7710	7763	7736	0.0	1618
HD2189	7710	7763	7736	0.0	1618
HD2931	7710	7763	7736	0.0	1618
hd6172	7710	7763	7736	0.0	1618
Heine7	7710	7763	7736	0.0	1618
Hengguan35_CRR062100	7710	7763	7736	0.0	1618
Hobbit	7710	7763	7736	0.0	1618
Holdfast	7710	7763	7736	0.0	1618
Holster	7710	7763	7736	0.0	1618
Hybrid46	7710	7763	7736	0.0	1618
Ibis	7710	7763	7736	0.0	1618
IC128159	7710	7763	7736	0.0	1618
IC296443	7710	7763	7736	0.0	1618
Iena	7710	7763	7736	0.0	1618
Ikarus	7710	7763	7736	0.0	1618
Jimai19_CRR062092	7710	7763	7736	0.0	1618
Jinan13_CRR062074	7710	7763	7736	0.0	1618
Jinan16_CRR062079	7710	7763	7736	0.0	1618
Jinan17_CRR062082	7710	7763	7736	0.0	1618
Jinmai10_CRR062177	7710	7763	7736	0.0	1618
Jinmai47_CRR062139	7710	7763	7736	0.0	1618
jm47	7710	7763	7736	0.0	1618
JM8H	7710	7763	7736	0.0	1618
JossCambier	7710	7763	7736	0.0	1618
KanMark	7710	7763	7736	0.0	1618
kariega	7710	7763	7736	0.0	1618
Kechun14_CRR062182	7710	7763	7736	0.0	1618
kf11	7710	7763	7736	0.0	1618
Koga1	7710	7763	7736	0.0	1618
Kontrast	7710	7763	7736	0.0	1618
Kosack	7710	7763	7736	0.0	1618
Kranich	7710	7763	7736	0.0	1618
LALBAHADUR	7710	7763	7736	0.0	1618
Lancelot	7710	7763	7736	0.0	1618
lancer	7710	7763	7736	0.0	1618
Leda	7710	7763	7736	0.0	1618
Legend	7710	7763	7736	0.0	1618
Longbow	7710	7763	7736	0.0	1618
Lumai21_CRR062077	7710	7763	7736	0.0	1618
Lutin	7710	7763	7736	0.0	1618
mace	7710	7763	7736	0.0	1618
MACS6222	7710	7763	7736	0.0	1618
Mahndorfer	7710	7763	7736	0.0	1618
Marco	7710	7763	7736	0.0	1618
MarisDove	7710	7763	7736	0.0	1618
MarisHuntsman	7710	7763	7736	0.0	1618
MarisWidgeon	7710	7763	7736	0.0	1618
Mendel	7710	7763	7736	0.0	1618
Mengxian201_CRR062189	7710	7763	7736	0.0	1618
Mentana_CRR062109	7710	7763	7736	0.0	1618
Mercia	7710	7763	7736	0.0	1618
MEX-L1	7710	7763	7736	0.0	1618
Mianyang11_CRR062064	7710	7763	7736	0.0	1618
Mianyang20_CRR062066	7710	7763	7736	0.0	1618
Mianyang26_CRR062088	7710	7763	7736	0.0	1618
Mina	7710	7763	7736	0.0	1618
Moisson	7710	7763	7736	0.0	1618
Muck	7710	7763	7736	0.0	1618
Multiweiss	7710	7763	7736	0.0	1618
Nautica	7710	7763	7736	0.0	1618
NBPGR11	7710	7763	7736	0.0	1618
nc4	7710	7763	7736	0.0	1618
Neuzucht_CRR062190	7710	7763	7736	0.0	1618
Newhaven	7710	7763	7736	0.0	1618
Ningchun4_CRR062084	7710	7763	7736	0.0	1618
NLD-C1	7710	7763	7736	0.0	1618
Norda	7710	7763	7736	0.0	1618
Norman	7710	7763	7736	0.0	1618
Obelisk	7710	7763	7736	0.0	1618
Odeon	7710	7763	7736	0.0	1618
Odin	7710	7763	7736	0.0	1618
Oenus	7710	7763	7736	0.0	1618
Opata	7710	7763	7736	0.0	1618
Orlando	7710	7763	7736	0.0	1618
Orofen_CRR062117	7710	7763	7736	0.0	1618
Palur	7710	7763	7736	0.0	1618
Paozimai_CRR062163	7710	7763	7736	0.0	1618
Pastiche	7710	7763	7736	0.0	1618
Pepital	7710	7763	7736	0.0	1618
PI225271	7710	7763	7736	0.0	1618
PI225295	7710	7763	7736	0.0	1618
Pony	7710	7763	7736	0.0	1618
Prophet	7710	7763	7736	0.0	1618
Rebel	7710	7763	7736	0.0	1618
Recital	7710	7763	7736	0.0	1618
redchaff	7710	7763	7736	0.0	1618
Regent	7710	7763	7736	0.0	1618
Rendezvous	7710	7763	7736	0.0	1618
Revelation	7710	7763	7736	0.0	1618
Rialto	7710	7763	7736	0.0	1618
Riband	7710	7763	7736	0.0	1618
RimpausBastard2	7710	7763	7736	0.0	1618
RimpausBraun	7710	7763	7736	0.0	1618
s4185	7710	7763	7736	0.0	1618
SanPastore_CRR062187	7710	7763	7736	0.0	1618
Savannah	7710	7763	7736	0.0	1618
Shaannong7859_CRR062071	7710	7763	7736	0.0	1618
Shamrock	7710	7763	7736	0.0	1618
Shango	7710	7763	7736	0.0	1618
Shi4185_CRR062097	7710	7763	7736	0.0	1618
Slejpner	7710	7763	7736	0.0	1618
Soissons	7710	7763	7736	0.0	1618
Soleil	7710	7763	7736	0.0	1618
Solstice	7710	7763	7736	0.0	1618
SONALIKA	7710	7763	7736	0.0	1618
Sperber	7710	7763	7736	0.0	1618
Spitfire	7710	7763	7736	0.0	1618
Sportsman	7710	7763	7736	0.0	1618
SRR14251450	7710	7763	7736	0.0	1618
SRR14251451	7710	7763	7736	0.0	1618
SRR14251452	7710	7763	7736	0.0	1618
SRR14251453	7710	7763	7736	0.0	1618
SRR14251454	7710	7763	7736	0.0	1618
SRR14251455	7710	7763	7736	0.0	1618
SRR14251457	7710	7763	7736	0.0	1618
SRR14251458	7710	7763	7736	0.0	1618
SRR14251461	7710	7763	7736	0.0	1618
SRR14251464	7710	7763	7736	0.0	1618
SRR14251466	7710	7763	7736	0.0	1618
SRR14251469	7710	7763	7736	0.0	1618
SRR15056515	7710	7763	7736	0.0	1618
SRR15149204	7710	7763	7736	0.0	1618
SRR15149205	7710	7763	7736	0.0	1618
SRR15149206	7710	7763	7736	0.0	1618
SRR15149207	7710	7763	7736	0.0	1618
SRR16352873	7710	7763	7736	0.0	1618
SRR19411264	7710	7763	7736	0.0	1618
SRR22993460	7710	7763	7736	0.0	1618
SRR22993464	7710	7763	7736	0.0	1618
SRR22993472	7710	7763	7736	0.0	1618
SRR25000424	7710	7763	7736	0.0	1618
SRR33393245	7710	7763	7736	0.0	1618
SRR33393246	7710	7763	7736	0.0	1618
SRR33393249	7710	7763	7736	0.0	1618
SRR33393250	7710	7763	7736	0.0	1618
SRR33393252	7710	7763	7736	0.0	1618
SRR33393253	7710	7763	7736	0.0	1618
SRR33393256	7710	7763	7736	0.0	1618
SRR33393260	7710	7763	7736	0.0	1618
SRR33393262	7710	7763	7736	0.0	1618
SRR33393266	7710	7763	7736	0.0	1618
SRR33393269	7710	7763	7736	0.0	1618
SRR33393270	7710	7763	7736	0.0	1618
SRR33393272	7710	7763	7736	0.0	1618
SRR33393275	7710	7763	7736	0.0	1618
SRR33393277	7710	7763	7736	0.0	1618
SRR33393287	7710	7763	7736	0.0	1618
SRR33393288	7710	7763	7736	0.0	1618
SRR33480658	7710	7763	7736	0.0	1618
SRR33480659	7710	7763	7736	0.0	1618
SRR33480663	7710	7763	7736	0.0	1618
SRR33480665	7710	7763	7736	0.0	1618
SRR33480668	7710	7763	7736	0.0	1618
SRR33480673	7710	7763	7736	0.0	1618
SRR33480674	7710	7763	7736	0.0	1618
SRR33480682	7710	7763	7736	0.0	1618
SRR33480683	7710	7763	7736	0.0	1618
SRR33480684	7710	7763	7736	0.0	1618
SRR33480685	7710	7763	7736	0.0	1618
SRR33480686	7710	7763	7736	0.0	1618
SRR33480687	7710	7763	7736	0.0	1618
SRR33480690	7710	7763	7736	0.0	1618
SRR33480691	7710	7763	7736	0.0	1618
SRR33480693	7710	7763	7736	0.0	1618
SRR33613713	7710	7763	7736	0.0	1618
SRR33613715	7710	7763	7736	0.0	1618
SRR33613716	7710	7763	7736	0.0	1618
SRR33613717	7710	7763	7736	0.0	1618
SRR33613718	7710	7763	7736	0.0	1618
SRR33613719	7710	7763	7736	0.0	1618
SRR33613720	7710	7763	7736	0.0	1618
SRR33613723	7710	7763	7736	0.0	1618
SRR33613724	7710	7763	7736	0.0	1618
SRR33613728	7710	7763	7736	0.0	1618
SRR33613729	7710	7763	7736	0.0	1618
SRR33613733	7710	7763	7736	0.0	1618
SRR33613734	7710	7763	7736	0.0	1618
SRR33613735	7710	7763	7736	0.0	1618
SRR33613737	7710	7763	7736	0.0	1618
SRR33613738	7710	7763	7736	0.0	1618
SRR33613739	7710	7763	7736	0.0	1618
SRR33613746	7710	7763	7736	0.0	1618
SRR33613747	7710	7763	7736	0.0	1618
SRR33613749	7710	7763	7736	0.0	1618
SRR33613751	7710	7763	7736	0.0	1618
SRR33613754	7710	7763	7736	0.0	1618
SRR33613755	7710	7763	7736	0.0	1618
SRR33694999	7710	7763	7736	0.0	1618
SRR33695000	7710	7763	7736	0.0	1618
SRR33695002	7710	7763	7736	0.0	1618
SRR33695003	7710	7763	7736	0.0	1618
SRR33695004	7710	7763	7736	0.0	1618
SRR33695005	7710	7763	7736	0.0	1618
SRR33695010	7710	7763	7736	0.0	1618
SRR33695011	7710	7763	7736	0.0	1618
SRR33695013	7710	7763	7736	0.0	1618
SRR33695015	7710	7763	7736	0.0	1618
SRR33695021	7710	7763	7736	0.0	1618
SRR33695022	7710	7763	7736	0.0	1618
SRR33695025	7710	7763	7736	0.0	1618
SRR33695027	7710	7763	7736	0.0	1618
SRR33695030	7710	7763	7736	0.0	1618
SRR33695032	7710	7763	7736	0.0	1618
SRR33695036	7710	7763	7736	0.0	1618
SRR33695042	7710	7763	7736	0.0	1618
SRR33779370	7710	7763	7736	0.0	1618
SRR33779375	7710	7763	7736	0.0	1618
SRR33779379	7710	7763	7736	0.0	1618
SRR33779382	7710	7763	7736	0.0	1618
